session_date,session_source,session_medium,campaign_name,landing_page,country,device_category,operating_system,browser,sessions,new_users,bounce_rate,avg_session_duration_sec,page_views,conversions,total_revenue,extraction_date,data_source
20241031,email,referral,black_friday,/products/btc-indicator,Spain,mobile,Linux,Edge,55,31,0.5172,45.89,200,4,882.49,2026-07-04T05:01:00.675026,google_analytics_4
20241101,bing,cpc,summer_promo,/collections/all,Mexico,desktop,macOS,Edge,41,27,0.8144,309.07,136,3,348.34,2026-07-04T05:01:00.675026,google_analytics_4
20241101,(direct),(none),brand_awareness,/pages/about,United States,mobile,macOS,Edge,31,10,0.627,298.95,110,1,244.41,2026-07-04T05:01:00.675026,google_analytics_4
20241101,email,organic,retargeting_q4,/pages/about,United States,desktop,Android,Edge,24,7,0.6611,217.23,68,1,211.71,2026-07-04T05:01:00.675026,google_analytics_4
20241101,instagram,organic,brand_awareness,/products/btc-indicator,United States,mobile,Linux,Edge,6,3,0.433,260.64,10,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241101,(direct),social,summer_promo,/,Brazil,mobile,macOS,Safari,18,11,0.6684,106.89,53,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241102,facebook,organic,brand_awareness,/collections/all,Brazil,desktop,iOS,Firefox,20,6,0.8133,257.24,58,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241103,instagram,social,(not set),/products/btc-indicator,Spain,mobile,Linux,Chrome,8,2,0.8487,204.61,30,1,292.72,2026-07-04T05:01:00.675026,google_analytics_4
20241103,instagram,cpc,black_friday,/products/gunbot-config,Germany,desktop,Windows,Edge,13,6,0.7386,295.84,33,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241103,google,organic,black_friday,/pages/about,Canada,tablet,iOS,Safari,51,28,0.3028,132.73,139,1,148.2,2026-07-04T05:01:00.675026,google_analytics_4
20241103,(direct),organic,brand_awareness,/pages/about,Canada,mobile,Android,Firefox,61,34,0.3144,222.58,74,1,223.02,2026-07-04T05:01:00.675026,google_analytics_4
20241104,instagram,(none),black_friday,/collections/all,Mexico,mobile,iOS,Chrome,50,31,0.6371,213.72,109,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241105,google,social,(not set),/,Brazil,tablet,macOS,Firefox,15,8,0.6758,49.31,59,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241106,instagram,email,black_friday,/,Canada,mobile,Linux,Safari,20,11,0.3182,327.02,32,1,186.13,2026-07-04T05:01:00.675026,google_analytics_4
20241106,google,cpc,(not set),/products/gunbot-config,United Kingdom,mobile,iOS,Chrome,22,15,0.5945,100.19,42,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241106,direct,organic,black_friday,/,Germany,mobile,Linux,Chrome,16,6,0.6208,180.04,54,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241106,facebook,email,(not set),/products/btc-indicator,Germany,tablet,macOS,Edge,23,9,0.3203,53.53,42,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241107,direct,referral,retargeting_q4,/pages/about,Canada,tablet,macOS,Chrome,14,7,0.3095,195.22,36,1,176.05,2026-07-04T05:01:00.675026,google_analytics_4
20241107,email,referral,retargeting_q4,/products/gunbot-config,Spain,desktop,Linux,Chrome,30,11,0.797,136.73,51,2,269.5,2026-07-04T05:01:00.675026,google_analytics_4
20241107,email,social,(not set),/products/btc-indicator,Germany,mobile,Linux,Firefox,13,4,0.5376,312.65,16,1,161.68,2026-07-04T05:01:00.675026,google_analytics_4
20241107,direct,social,brand_awareness,/,Canada,tablet,Windows,Chrome,20,9,0.687,272.04,77,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241108,email,social,(not set),/products/btc-indicator,Spain,tablet,macOS,Edge,152,82,0.5549,121.26,595,12,783.67,2026-07-04T05:01:00.675026,google_analytics_4
20241108,bing,cpc,(not set),/products/btc-indicator,Germany,desktop,macOS,Chrome,79,47,0.8017,214.72,115,4,851.8,2026-07-04T05:01:00.675026,google_analytics_4
20241108,google,cpc,(not set),/products/btc-indicator,Spain,tablet,Windows,Chrome,99,67,0.4533,55.31,99,4,242.42,2026-07-04T05:01:00.675026,google_analytics_4
20241108,(direct),cpc,black_friday,/,United Kingdom,tablet,Linux,Chrome,130,45,0.5145,305.88,350,6,877.54,2026-07-04T05:01:00.675026,google_analytics_4
20241108,google,organic,brand_awareness,/pages/about,United States,tablet,Android,Firefox,104,45,0.4304,191.46,386,5,829.17,2026-07-04T05:01:00.675026,google_analytics_4
20241109,instagram,(none),retargeting_q4,/products/gunbot-config,Canada,tablet,Linux,Safari,26,11,0.8087,65.46,37,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241110,instagram,referral,black_friday,/,Canada,mobile,Linux,Firefox,158,101,0.6752,57.75,356,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241110,google,referral,retargeting_q4,/collections/all,Brazil,desktop,Windows,Edge,107,67,0.3904,59.04,125,7,1738.5,2026-07-04T05:01:00.675026,google_analytics_4
20241111,google,email,summer_promo,/,Mexico,desktop,iOS,Chrome,48,21,0.3244,222.51,80,3,532.47,2026-07-04T05:01:00.675026,google_analytics_4
20241111,instagram,cpc,black_friday,/products/gunbot-config,Germany,mobile,Windows,Chrome,52,28,0.3522,391.24,76,1,219.05,2026-07-04T05:01:00.675026,google_analytics_4
20241111,instagram,cpc,black_friday,/products/btc-indicator,Mexico,tablet,macOS,Chrome,11,6,0.7684,198.06,34,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241111,email,(none),(not set),/,Canada,desktop,iOS,Edge,117,54,0.3402,162.84,164,3,212.73,2026-07-04T05:01:00.675026,google_analytics_4
20241111,email,social,retargeting_q4,/products/gunbot-config,Mexico,tablet,Android,Edge,56,37,0.4648,405.42,205,3,861.07,2026-07-04T05:01:00.675026,google_analytics_4
20241112,instagram,organic,brand_awareness,/products/btc-indicator,United States,desktop,macOS,Edge,27,8,0.774,310.73,38,1,186.13,2026-07-04T05:01:00.675026,google_analytics_4
20241112,instagram,email,black_friday,/products/btc-indicator,Germany,desktop,iOS,Safari,10,4,0.592,152.89,31,1,133.46,2026-07-04T05:01:00.675026,google_analytics_4
20241113,email,social,brand_awareness,/collections/all,Mexico,desktop,macOS,Safari,22,11,0.756,254.11,61,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241113,instagram,organic,brand_awareness,/,Brazil,mobile,macOS,Chrome,15,11,0.8392,124.28,40,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241113,direct,organic,retargeting_q4,/products/btc-indicator,Mexico,tablet,Android,Firefox,42,25,0.8438,95.4,161,2,148.49,2026-07-04T05:01:00.675026,google_analytics_4
20241113,direct,email,black_friday,/pages/about,Mexico,mobile,iOS,Edge,30,16,0.6967,389.8,58,1,183.83,2026-07-04T05:01:00.675026,google_analytics_4
20241114,google,cpc,brand_awareness,/products/btc-indicator,Brazil,desktop,iOS,Chrome,24,14,0.6435,395.79,32,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241115,google,cpc,summer_promo,/products/btc-indicator,Germany,mobile,Linux,Safari,77,31,0.5772,411.61,209,3,767.06,2026-07-04T05:01:00.675026,google_analytics_4
20241115,facebook,organic,summer_promo,/products/gunbot-config,Spain,mobile,Linux,Chrome,56,21,0.6418,333.54,200,4,546.72,2026-07-04T05:01:00.675026,google_analytics_4
20241115,direct,referral,black_friday,/collections/all,Spain,desktop,iOS,Firefox,142,88,0.764,249.74,352,2,590.0,2026-07-04T05:01:00.675026,google_analytics_4
20241116,instagram,email,black_friday,/pages/about,Brazil,mobile,macOS,Chrome,119,73,0.3806,418.95,375,8,1959.56,2026-07-04T05:01:00.675026,google_analytics_4
20241117,google,email,summer_promo,/pages/about,Brazil,mobile,Android,Chrome,53,23,0.6316,301.62,203,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241117,instagram,(none),retargeting_q4,/,Germany,tablet,Windows,Safari,59,28,0.5488,244.66,194,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241117,(direct),organic,black_friday,/products/gunbot-config,Mexico,tablet,Windows,Safari,24,7,0.7884,299.45,28,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241117,instagram,social,(not set),/collections/all,Canada,desktop,iOS,Safari,26,7,0.4353,157.77,71,2,580.84,2026-07-04T05:01:00.675026,google_analytics_4
20241117,instagram,organic,summer_promo,/,United States,tablet,Android,Firefox,83,40,0.4768,51.0,182,6,614.1,2026-07-04T05:01:00.675026,google_analytics_4
20241118,email,email,retargeting_q4,/products/btc-indicator,Brazil,desktop,Windows,Firefox,22,15,0.4428,150.42,65,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241118,facebook,organic,black_friday,/pages/about,Mexico,tablet,Windows,Edge,9,4,0.5284,98.55,9,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241118,google,social,retargeting_q4,/,Brazil,mobile,macOS,Edge,44,21,0.8017,93.47,93,2,235.71,2026-07-04T05:01:00.675026,google_analytics_4
20241118,instagram,(none),summer_promo,/products/btc-indicator,United States,desktop,Windows,Edge,22,9,0.7862,163.97,85,1,159.67,2026-07-04T05:01:00.675026,google_analytics_4
20241119,direct,email,(not set),/pages/about,Mexico,mobile,iOS,Edge,37,24,0.7977,83.82,57,2,145.63,2026-07-04T05:01:00.675026,google_analytics_4
20241120,(direct),email,retargeting_q4,/products/gunbot-config,Germany,tablet,macOS,Safari,66,48,0.4093,79.38,90,1,182.13,2026-07-04T05:01:00.675026,google_analytics_4
20241120,direct,referral,(not set),/collections/all,Spain,desktop,Android,Firefox,25,17,0.7324,218.1,26,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241120,bing,organic,brand_awareness,/,Spain,tablet,iOS,Chrome,7,3,0.772,91.68,13,1,52.6,2026-07-04T05:01:00.675026,google_analytics_4
20241121,email,(none),(not set),/products/gunbot-config,United Kingdom,tablet,Windows,Chrome,89,64,0.5653,145.22,286,7,1792.82,2026-07-04T05:01:00.675026,google_analytics_4
20241122,(direct),(none),summer_promo,/,Canada,tablet,macOS,Safari,8,4,0.3434,60.92,21,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241122,google,email,brand_awareness,/pages/about,Germany,mobile,iOS,Safari,16,11,0.539,89.98,31,1,153.35,2026-07-04T05:01:00.675026,google_analytics_4
20241122,(direct),(none),(not set),/collections/all,Brazil,desktop,macOS,Chrome,8,3,0.7992,245.47,9,1,266.16,2026-07-04T05:01:00.675026,google_analytics_4
20241122,(direct),referral,black_friday,/,Mexico,tablet,macOS,Edge,37,24,0.6886,349.49,95,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241122,instagram,social,retargeting_q4,/collections/all,Canada,tablet,macOS,Chrome,58,33,0.6657,92.96,75,3,616.96,2026-07-04T05:01:00.675026,google_analytics_4
20241123,(direct),organic,(not set),/products/btc-indicator,Germany,desktop,Android,Safari,108,34,0.4597,400.47,354,7,1403.52,2026-07-04T05:01:00.675026,google_analytics_4
20241123,bing,organic,black_friday,/products/btc-indicator,United Kingdom,desktop,Windows,Edge,67,35,0.7955,269.4,141,2,435.07,2026-07-04T05:01:00.675026,google_analytics_4
20241123,bing,email,brand_awareness,/products/btc-indicator,Spain,mobile,iOS,Firefox,136,78,0.6202,279.82,411,4,729.42,2026-07-04T05:01:00.675026,google_analytics_4
20241124,email,email,retargeting_q4,/collections/all,Spain,tablet,Linux,Firefox,96,54,0.4508,140.67,373,3,214.81,2026-07-04T05:01:00.675026,google_analytics_4
20241124,bing,email,brand_awareness,/pages/about,Germany,tablet,Linux,Firefox,84,54,0.7072,416.3,287,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241124,google,social,summer_promo,/collections/all,Mexico,desktop,Android,Firefox,82,58,0.466,72.32,200,4,1113.94,2026-07-04T05:01:00.675026,google_analytics_4
20241125,google,cpc,brand_awareness,/collections/all,Canada,mobile,Linux,Edge,66,35,0.5358,117.05,145,2,587.1,2026-07-04T05:01:00.675026,google_analytics_4
20241126,(direct),cpc,black_friday,/pages/about,Germany,mobile,macOS,Chrome,38,21,0.6219,106.83,100,1,64.32,2026-07-04T05:01:00.675026,google_analytics_4
20241126,email,(none),(not set),/collections/all,Spain,tablet,Linux,Firefox,54,16,0.518,301.96,182,2,477.76,2026-07-04T05:01:00.675026,google_analytics_4
20241126,instagram,cpc,summer_promo,/pages/about,United States,mobile,Android,Edge,128,55,0.6108,244.4,205,7,1937.93,2026-07-04T05:01:00.675026,google_analytics_4
20241126,bing,email,black_friday,/,United Kingdom,desktop,Linux,Edge,138,78,0.4741,237.37,499,10,336.27,2026-07-04T05:01:00.675026,google_analytics_4
20241126,email,cpc,summer_promo,/collections/all,Brazil,tablet,Windows,Edge,121,39,0.4668,112.54,253,7,1643.85,2026-07-04T05:01:00.675026,google_analytics_4
20241126,facebook,social,brand_awareness,/,United Kingdom,tablet,iOS,Safari,56,23,0.5038,127.29,190,1,224.45,2026-07-04T05:01:00.675026,google_analytics_4
20241127,instagram,email,black_friday,/collections/all,United States,tablet,Android,Firefox,23,16,0.7518,178.92,90,1,76.71,2026-07-04T05:01:00.675026,google_analytics_4
20241127,google,organic,(not set),/,Germany,mobile,Linux,Firefox,106,58,0.3392,174.96,348,6,1180.05,2026-07-04T05:01:00.675026,google_analytics_4
20241127,direct,organic,summer_promo,/products/gunbot-config,Spain,tablet,iOS,Firefox,66,27,0.7736,76.72,213,5,157.79,2026-07-04T05:01:00.675026,google_analytics_4
20241128,bing,(none),(not set),/pages/about,Brazil,desktop,macOS,Edge,89,46,0.6953,315.18,348,5,1398.37,2026-07-04T05:01:00.675026,google_analytics_4
20241129,email,(none),retargeting_q4,/pages/about,United Kingdom,desktop,Linux,Firefox,11,6,0.5271,261.39,24,1,197.26,2026-07-04T05:01:00.675026,google_analytics_4
20241129,facebook,(none),brand_awareness,/products/gunbot-config,United States,tablet,macOS,Safari,5,3,0.7034,137.75,9,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241129,bing,referral,retargeting_q4,/,Mexico,mobile,macOS,Chrome,16,8,0.4417,89.24,25,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241129,bing,social,brand_awareness,/products/btc-indicator,Mexico,desktop,Linux,Firefox,30,15,0.5544,387.36,81,1,115.82,2026-07-04T05:01:00.675026,google_analytics_4
20241129,direct,social,black_friday,/pages/about,United States,desktop,Windows,Safari,12,7,0.6802,258.98,20,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241130,instagram,cpc,black_friday,/pages/about,United Kingdom,desktop,iOS,Chrome,58,33,0.7773,287.89,62,2,555.21,2026-07-04T05:01:00.675026,google_analytics_4
20241130,(direct),organic,retargeting_q4,/products/btc-indicator,United States,desktop,Linux,Firefox,59,20,0.532,280.95,107,3,591.9,2026-07-04T05:01:00.675026,google_analytics_4
20241130,(direct),organic,retargeting_q4,/pages/about,Mexico,tablet,iOS,Edge,67,29,0.397,298.35,252,3,568.39,2026-07-04T05:01:00.675026,google_analytics_4
20241130,google,organic,retargeting_q4,/products/btc-indicator,Canada,mobile,Windows,Firefox,35,14,0.5394,356.24,72,1,71.74,2026-07-04T05:01:00.675026,google_analytics_4
20241130,instagram,organic,retargeting_q4,/,Spain,desktop,Linux,Chrome,50,22,0.5594,124.83,115,2,256.26,2026-07-04T05:01:00.675026,google_analytics_4
20241201,bing,social,retargeting_q4,/products/btc-indicator,Brazil,tablet,Linux,Firefox,17,8,0.8427,172.97,21,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241201,direct,(none),black_friday,/products/btc-indicator,Germany,mobile,macOS,Chrome,18,9,0.5698,396.15,56,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241201,google,organic,(not set),/collections/all,Brazil,tablet,macOS,Safari,16,6,0.6047,155.41,26,1,287.45,2026-07-04T05:01:00.675026,google_analytics_4
20241201,bing,referral,summer_promo,/pages/about,Mexico,tablet,Linux,Edge,15,6,0.5865,332.15,26,1,253.41,2026-07-04T05:01:00.675026,google_analytics_4
20241202,direct,(none),black_friday,/pages/about,United Kingdom,desktop,iOS,Safari,10,3,0.5368,80.95,22,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241202,(direct),referral,brand_awareness,/pages/about,Brazil,desktop,Linux,Firefox,14,7,0.4596,119.37,40,1,223.99,2026-07-04T05:01:00.675026,google_analytics_4
20241203,(direct),email,retargeting_q4,/products/btc-indicator,Germany,tablet,Windows,Chrome,28,9,0.3821,388.47,44,1,240.11,2026-07-04T05:01:00.675026,google_analytics_4
20241203,direct,referral,retargeting_q4,/products/gunbot-config,United States,tablet,macOS,Chrome,15,11,0.7557,303.11,42,1,280.05,2026-07-04T05:01:00.675026,google_analytics_4
20241203,email,organic,(not set),/pages/about,Brazil,desktop,Windows,Chrome,9,3,0.5064,140.12,25,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241203,bing,(none),(not set),/,United States,mobile,iOS,Safari,13,4,0.499,140.19,14,1,286.69,2026-07-04T05:01:00.675026,google_analytics_4
20241203,direct,referral,(not set),/pages/about,Germany,tablet,Windows,Edge,26,15,0.64,299.16,62,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241203,google,referral,brand_awareness,/collections/all,Canada,mobile,macOS,Chrome,24,13,0.7046,409.66,90,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241204,email,(none),summer_promo,/products/gunbot-config,United States,desktop,macOS,Safari,68,30,0.484,85.52,197,4,956.25,2026-07-04T05:01:00.675026,google_analytics_4
20241204,direct,organic,brand_awareness,/,Mexico,desktop,Windows,Safari,80,24,0.5922,130.66,300,1,268.53,2026-07-04T05:01:00.675026,google_analytics_4
20241205,bing,organic,black_friday,/pages/about,Germany,mobile,Android,Edge,8,4,0.6352,400.62,12,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241205,bing,organic,brand_awareness,/pages/about,United States,mobile,Linux,Safari,112,62,0.7258,261.14,448,4,650.47,2026-07-04T05:01:00.675026,google_analytics_4
20241205,email,cpc,summer_promo,/products/btc-indicator,Mexico,tablet,Android,Chrome,27,16,0.8338,305.89,47,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241205,bing,(none),summer_promo,/pages/about,United Kingdom,tablet,macOS,Safari,31,17,0.5512,413.45,76,2,289.46,2026-07-04T05:01:00.675026,google_analytics_4
20241206,facebook,email,retargeting_q4,/collections/all,Spain,mobile,Android,Chrome,24,10,0.6569,126.47,58,1,154.26,2026-07-04T05:01:00.675026,google_analytics_4
20241206,bing,organic,black_friday,/,Mexico,mobile,macOS,Edge,20,10,0.3357,416.26,76,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241206,bing,(none),black_friday,/collections/all,Germany,tablet,iOS,Edge,9,4,0.7949,269.91,33,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241207,email,referral,brand_awareness,/,Brazil,desktop,Android,Chrome,59,22,0.7007,169.43,222,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241207,facebook,cpc,retargeting_q4,/pages/about,Germany,mobile,Linux,Edge,61,39,0.4389,284.12,81,1,57.86,2026-07-04T05:01:00.675026,google_analytics_4
20241207,instagram,email,(not set),/products/btc-indicator,Spain,desktop,Windows,Edge,51,20,0.3549,414.52,81,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241207,facebook,cpc,retargeting_q4,/pages/about,United Kingdom,tablet,macOS,Safari,54,25,0.4174,384.96,100,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241207,google,cpc,summer_promo,/products/gunbot-config,Canada,tablet,Linux,Chrome,25,17,0.6904,233.04,26,2,466.34,2026-07-04T05:01:00.675026,google_analytics_4
20241208,email,(none),black_friday,/collections/all,Spain,desktop,Android,Chrome,72,50,0.3877,413.33,261,1,99.36,2026-07-04T05:01:00.675026,google_analytics_4
20241208,instagram,cpc,summer_promo,/pages/about,Spain,mobile,macOS,Firefox,69,39,0.4569,361.08,109,3,484.08,2026-07-04T05:01:00.675026,google_analytics_4
20241208,instagram,referral,(not set),/collections/all,United Kingdom,mobile,iOS,Firefox,123,54,0.7848,253.01,455,6,746.17,2026-07-04T05:01:00.675026,google_analytics_4
20241208,bing,organic,black_friday,/pages/about,Brazil,tablet,Windows,Safari,156,60,0.456,284.22,447,2,425.59,2026-07-04T05:01:00.675026,google_analytics_4
20241208,direct,social,retargeting_q4,/pages/about,Germany,mobile,Linux,Edge,127,86,0.4721,72.15,339,5,766.17,2026-07-04T05:01:00.675026,google_analytics_4
20241208,email,cpc,(not set),/pages/about,Canada,mobile,Linux,Chrome,116,44,0.5441,337.85,375,4,667.59,2026-07-04T05:01:00.675026,google_analytics_4
20241209,facebook,organic,summer_promo,/,Brazil,mobile,Android,Chrome,41,24,0.7704,348.21,120,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241209,direct,referral,(not set),/collections/all,Mexico,desktop,macOS,Edge,86,61,0.432,184.02,266,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241209,direct,(none),black_friday,/products/gunbot-config,United States,tablet,iOS,Firefox,64,28,0.5609,161.48,252,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241209,direct,cpc,brand_awareness,/,Germany,desktop,Android,Chrome,67,35,0.7419,107.39,200,2,396.34,2026-07-04T05:01:00.675026,google_analytics_4
20241209,direct,referral,black_friday,/products/gunbot-config,Mexico,mobile,iOS,Safari,76,41,0.3865,284.7,100,4,1028.9,2026-07-04T05:01:00.675026,google_analytics_4
20241210,instagram,organic,brand_awareness,/collections/all,Mexico,tablet,Android,Chrome,45,17,0.5199,164.15,54,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241210,email,email,black_friday,/collections/all,Spain,mobile,iOS,Safari,114,71,0.6227,73.1,118,3,252.36,2026-07-04T05:01:00.675026,google_analytics_4
20241211,bing,(none),retargeting_q4,/products/btc-indicator,Brazil,desktop,iOS,Chrome,109,35,0.349,83.68,291,8,1294.86,2026-07-04T05:01:00.675026,google_analytics_4
20241211,bing,social,summer_promo,/products/btc-indicator,Canada,mobile,Linux,Firefox,87,58,0.722,389.84,265,2,419.73,2026-07-04T05:01:00.675026,google_analytics_4
20241211,facebook,email,brand_awareness,/products/gunbot-config,Brazil,mobile,iOS,Edge,68,22,0.6531,300.41,209,4,680.56,2026-07-04T05:01:00.675026,google_analytics_4
20241211,google,referral,retargeting_q4,/pages/about,Spain,desktop,iOS,Safari,95,38,0.7586,149.24,330,3,109.95,2026-07-04T05:01:00.675026,google_analytics_4
20241212,facebook,organic,(not set),/products/gunbot-config,Brazil,tablet,iOS,Safari,15,7,0.7953,208.95,33,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241212,direct,email,retargeting_q4,/,Mexico,mobile,Linux,Edge,9,4,0.6733,321.8,10,1,184.59,2026-07-04T05:01:00.675026,google_analytics_4
20241212,bing,(none),(not set),/,United Kingdom,mobile,macOS,Edge,8,4,0.7303,255.45,28,1,156.35,2026-07-04T05:01:00.675026,google_analytics_4
20241213,instagram,organic,summer_promo,/,United Kingdom,tablet,iOS,Safari,38,12,0.4473,279.27,38,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241213,bing,social,retargeting_q4,/pages/about,Brazil,desktop,Android,Firefox,40,17,0.6651,56.32,88,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241214,(direct),cpc,brand_awareness,/collections/all,Spain,tablet,Windows,Firefox,68,43,0.5825,156.67,219,3,427.53,2026-07-04T05:01:00.675026,google_analytics_4
20241214,facebook,cpc,brand_awareness,/products/btc-indicator,United Kingdom,desktop,Linux,Edge,49,35,0.6167,387.19,55,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241214,facebook,email,summer_promo,/collections/all,Germany,desktop,Windows,Safari,36,25,0.4126,226.91,57,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241215,facebook,referral,retargeting_q4,/collections/all,Germany,desktop,iOS,Chrome,107,47,0.7769,71.6,233,4,384.25,2026-07-04T05:01:00.675026,google_analytics_4
20241215,google,social,(not set),/collections/all,Spain,mobile,macOS,Firefox,58,21,0.5914,414.66,193,4,454.58,2026-07-04T05:01:00.675026,google_analytics_4
20241215,email,social,(not set),/products/gunbot-config,Canada,desktop,Windows,Chrome,10,5,0.6664,377.56,10,1,105.48,2026-07-04T05:01:00.675026,google_analytics_4
20241215,instagram,(none),black_friday,/,Spain,mobile,macOS,Chrome,70,39,0.8236,124.43,172,3,805.26,2026-07-04T05:01:00.675026,google_analytics_4
20241216,(direct),cpc,retargeting_q4,/,United States,mobile,Linux,Chrome,20,13,0.4161,110.81,24,1,226.57,2026-07-04T05:01:00.675026,google_analytics_4
20241216,google,cpc,brand_awareness,/collections/all,Spain,mobile,macOS,Safari,73,24,0.6339,215.04,144,1,243.43,2026-07-04T05:01:00.675026,google_analytics_4
20241216,(direct),organic,summer_promo,/,United Kingdom,mobile,macOS,Chrome,55,22,0.4555,252.66,56,2,247.61,2026-07-04T05:01:00.675026,google_analytics_4
20241216,google,social,retargeting_q4,/products/gunbot-config,United States,desktop,iOS,Chrome,84,49,0.7769,277.7,243,4,1051.79,2026-07-04T05:01:00.675026,google_analytics_4
20241217,bing,(none),retargeting_q4,/,Brazil,desktop,Linux,Chrome,34,13,0.3935,409.76,66,2,108.0,2026-07-04T05:01:00.675026,google_analytics_4
20241217,google,cpc,black_friday,/pages/about,Canada,desktop,Android,Firefox,30,12,0.5521,406.38,59,2,264.41,2026-07-04T05:01:00.675026,google_analytics_4
20241217,facebook,social,brand_awareness,/pages/about,United Kingdom,mobile,iOS,Chrome,121,74,0.8273,383.25,315,6,469.4,2026-07-04T05:01:00.675026,google_analytics_4
20241218,instagram,referral,summer_promo,/products/gunbot-config,Spain,tablet,Android,Safari,8,5,0.8094,238.66,21,1,195.5,2026-07-04T05:01:00.675026,google_analytics_4
20241219,(direct),(none),retargeting_q4,/pages/about,Mexico,tablet,Android,Chrome,76,40,0.3469,415.4,161,2,103.21,2026-07-04T05:01:00.675026,google_analytics_4
20241219,email,email,retargeting_q4,/products/gunbot-config,Brazil,desktop,Linux,Chrome,58,23,0.3163,132.38,104,3,427.4,2026-07-04T05:01:00.675026,google_analytics_4
20241219,google,referral,brand_awareness,/pages/about,Brazil,tablet,iOS,Edge,46,18,0.4585,198.85,49,1,88.31,2026-07-04T05:01:00.675026,google_analytics_4
20241219,bing,referral,summer_promo,/products/gunbot-config,Brazil,tablet,Android,Safari,43,15,0.7987,414.62,54,1,140.34,2026-07-04T05:01:00.675026,google_analytics_4
20241219,facebook,referral,retargeting_q4,/collections/all,Mexico,desktop,Linux,Chrome,81,29,0.4385,237.54,115,5,1102.62,2026-07-04T05:01:00.675026,google_analytics_4
20241220,(direct),email,black_friday,/,United Kingdom,tablet,macOS,Firefox,9,4,0.6199,143.96,11,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241220,instagram,referral,black_friday,/pages/about,Canada,tablet,iOS,Edge,41,26,0.7937,347.49,60,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241220,email,cpc,brand_awareness,/,United Kingdom,desktop,Linux,Safari,58,37,0.5509,258.95,216,3,245.1,2026-07-04T05:01:00.675026,google_analytics_4
20241220,email,(none),summer_promo,/products/gunbot-config,Brazil,tablet,Linux,Chrome,41,24,0.5498,233.59,54,0,0.0,2026-07-04T05:01:00.675026,google_analytics_4
20241221,facebook,(none),retargeting_q4,/,United Kingdom,tablet,Android,Safari,61,45,0.4691,271.75,102,4,251.07,2026-07-04T05:01:00.675026,google_analytics_4
