trend_id,keyword_tracked,search_date,search_interest_score,geo_region,platform_source,top_related_query_1,top_related_query_2,top_related_query_3,rising_query_1,rising_query_2,weekly_momentum_pct,monthly_momentum_pct,seasonality_index,competition_level,estimated_cpc_low,estimated_cpc_high,organic_difficulty,search_volume_tier,profitable_niche_flag
trd_agentic_AI_20260104,agentic AI,2026-01-04T00:00:00,28,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,7.69,-6.67,102.5,Medium,1.66,3.49,70,Low,False
trd_prompt_engineering_20260104,prompt engineering,2026-01-04T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,11.76,11.76,102.5,Medium,3.46,7.27,62,Low,False
trd_prompt_generation_20260105,prompt generation,2026-01-05T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,28.57,12.5,102.5,Medium,3.33,6.99,58,Low,False
trd_agentic_AI_20260105,agentic AI,2026-01-05T00:00:00,38,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,35.71,58.33,102.5,Medium,1.24,2.6,83,Low,False
trd_prompt_engineering_20260105,prompt engineering,2026-01-05T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,10.53,16.67,102.5,Medium,3.15,6.62,65,Low,False
trd_prompt_generation_20260106,prompt generation,2026-01-06T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,0.0,102.5,Medium,1.46,3.07,82,Low,False
trd_agentic_AI_20260106,agentic AI,2026-01-06T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,15.79,46.67,102.5,Medium,2.43,5.1,78,Medium,False
trd_prompt_engineering_20260106,prompt engineering,2026-01-06T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,10.53,102.5,Medium,3.49,7.33,71,Low,False
trd_prompt_generation_20260107,prompt generation,2026-01-07T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,12.5,102.5,Medium,1.89,3.97,77,Low,False
trd_agentic_AI_20260107,agentic AI,2026-01-07T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,4.55,76.92,102.5,Medium,2.42,5.08,80,Medium,False
trd_prompt_engineering_20260107,prompt engineering,2026-01-07T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,4.76,29.41,102.5,Medium,1.78,3.74,67,Low,False
trd_prompt_generation_20260108,prompt generation,2026-01-08T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,14.29,102.5,Medium,3.08,6.47,69,Low,False
trd_agentic_AI_20260108,agentic AI,2026-01-08T00:00:00,44,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-4.35,57.14,102.5,Medium,2.6,5.46,73,Medium,False
trd_prompt_engineering_20260108,prompt engineering,2026-01-08T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-4.55,10.53,102.5,Medium,3.22,6.76,74,Low,False
trd_prompt_generation_20260109,prompt generation,2026-01-09T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,0.0,102.5,Medium,2.74,5.75,70,Low,False
trd_agentic_AI_20260109,agentic AI,2026-01-09T00:00:00,42,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-4.55,10.53,102.5,Medium,1.77,3.72,74,Medium,False
trd_prompt_engineering_20260109,prompt engineering,2026-01-09T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,0.0,102.5,Medium,2.01,4.22,61,Low,False
trd_prompt_generation_20260110,prompt generation,2026-01-10T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-22.22,-12.5,102.5,Medium,2.96,6.22,65,Low,False
trd_agentic_AI_20260110,agentic AI,2026-01-10T00:00:00,28,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-33.33,-36.36,102.5,Medium,2.33,4.89,56,Low,False
trd_prompt_engineering_20260110,prompt engineering,2026-01-10T00:00:00,19,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-9.52,-9.52,102.5,Medium,3.46,7.27,46,Low,False
trd_prompt_generation_20260111,prompt generation,2026-01-11T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-22.22,102.5,Medium,1.81,3.8,67,Low,False
trd_agentic_AI_20260111,agentic AI,2026-01-11T00:00:00,31,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,10.71,-32.61,102.5,Medium,3.41,7.16,71,Low,False
trd_prompt_engineering_20260111,prompt engineering,2026-01-11T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,5.26,-9.09,102.5,Medium,2.72,5.71,60,Low,False
trd_prompt_generation_20260112,prompt generation,2026-01-12T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-12.5,102.5,Medium,1.87,3.93,74,Low,False
trd_agentic_AI_20260112,agentic AI,2026-01-12T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,48.39,4.55,102.5,Medium,1.77,3.72,83,Medium,False
trd_prompt_engineering_20260112,prompt engineering,2026-01-12T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-4.76,102.5,Medium,3.01,6.32,84,Low,False
trd_prompt_generation_20260113,prompt generation,2026-01-13T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,28.57,0.0,102.5,Medium,2.51,5.27,47,Low,False
trd_agentic_AI_20260113,agentic AI,2026-01-13T00:00:00,42,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-8.7,0.0,102.5,Medium,2.85,5.99,64,Medium,False
trd_prompt_engineering_20260113,prompt engineering,2026-01-13T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,5.0,0.0,102.5,Medium,1.29,2.71,71,Low,False
trd_prompt_generation_20260114,prompt generation,2026-01-14T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,14.29,102.5,Medium,2.98,6.26,61,Low,False
trd_agentic_AI_20260114,agentic AI,2026-01-14T00:00:00,40,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-4.76,42.86,102.5,Medium,3.02,6.34,58,Low,False
trd_prompt_engineering_20260114,prompt engineering,2026-01-14T00:00:00,24,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,14.29,26.32,102.5,Medium,1.79,3.76,85,Low,False
trd_prompt_generation_20260115,prompt generation,2026-01-15T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,14.29,102.5,Medium,2.66,5.59,56,Low,False
trd_agentic_AI_20260115,agentic AI,2026-01-15T00:00:00,39,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-2.5,25.81,102.5,Medium,3.25,6.83,45,Low,False
trd_prompt_engineering_20260115,prompt engineering,2026-01-15T00:00:00,27,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,12.5,35.0,102.5,Medium,1.78,3.74,51,Low,False
trd_prompt_generation_20260116,prompt generation,2026-01-16T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,28.57,102.5,Medium,1.6,3.36,77,Low,False
trd_agentic_AI_20260116,agentic AI,2026-01-16T00:00:00,41,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,5.13,-10.87,102.5,Medium,1.65,3.46,77,Medium,False
trd_prompt_engineering_20260116,prompt engineering,2026-01-16T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-18.52,10.0,102.5,Medium,3.35,7.04,50,Low,False
trd_prompt_generation_20260117,prompt generation,2026-01-17T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,-11.11,102.5,Medium,3.15,6.62,52,Low,False
trd_agentic_AI_20260117,agentic AI,2026-01-17T00:00:00,29,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-29.27,-30.95,102.5,Medium,2.35,4.94,81,Low,False
trd_prompt_engineering_20260117,prompt engineering,2026-01-17T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-9.09,-4.76,102.5,Medium,2.44,5.12,80,Low,False
trd_prompt_generation_20260118,prompt generation,2026-01-18T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,102.5,Medium,1.61,3.38,66,Low,False
trd_agentic_AI_20260118,agentic AI,2026-01-18T00:00:00,30,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,3.45,-25.0,102.5,Medium,3.33,6.99,63,Low,False
trd_prompt_engineering_20260118,prompt engineering,2026-01-18T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-16.67,102.5,Medium,2.25,4.73,54,Low,False
trd_prompt_generation_20260119,prompt generation,2026-01-19T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,12.5,102.5,Medium,3.32,6.97,52,Low,False
trd_agentic_AI_20260119,agentic AI,2026-01-19T00:00:00,40,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,33.33,2.56,102.5,Medium,3.28,6.89,47,Low,False
trd_prompt_engineering_20260119,prompt engineering,2026-01-19T00:00:00,20,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-25.93,102.5,Medium,2.01,4.22,79,Low,False
trd_prompt_generation_20260120,prompt generation,2026-01-20T00:00:00,10,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,11.11,11.11,102.5,Medium,1.9,3.99,79,Low,False
trd_agentic_AI_20260120,agentic AI,2026-01-20T00:00:00,45,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,12.5,9.76,102.5,Medium,1.9,3.99,60,Medium,False
trd_prompt_engineering_20260120,prompt engineering,2026-01-20T00:00:00,24,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,20.0,9.09,102.5,Medium,3.44,7.22,48,Low,False
trd_prompt_generation_20260121,prompt generation,2026-01-21T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-10.0,12.5,102.5,Medium,3.24,6.8,57,Low,False
trd_agentic_AI_20260121,agentic AI,2026-01-21T00:00:00,43,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-4.44,48.28,102.5,Medium,1.36,2.86,74,Medium,False
trd_prompt_engineering_20260121,prompt engineering,2026-01-21T00:00:00,24,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,20.0,102.5,Medium,3.03,6.36,57,Low,False
trd_prompt_generation_20260122,prompt generation,2026-01-22T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,0.0,102.5,Medium,1.73,3.63,69,Low,False
trd_agentic_AI_20260122,agentic AI,2026-01-22T00:00:00,49,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,13.95,63.33,102.5,Medium,2.33,4.89,56,Medium,False
trd_prompt_engineering_20260122,prompt engineering,2026-01-22T00:00:00,27,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,12.5,35.0,102.5,Medium,3.16,6.64,53,Low,False
trd_prompt_generation_20260123,prompt generation,2026-01-23T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,0.0,102.5,Medium,2.58,5.42,69,Low,False
trd_agentic_AI_20260123,agentic AI,2026-01-23T00:00:00,42,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-14.29,5.0,102.5,Medium,2.23,4.68,68,Medium,False
trd_prompt_engineering_20260123,prompt engineering,2026-01-23T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-18.52,10.0,102.5,Medium,2.99,6.28,50,Low,False
trd_prompt_generation_20260124,prompt generation,2026-01-24T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,-20.0,102.5,Medium,2.57,5.4,53,Low,False
trd_agentic_AI_20260124,agentic AI,2026-01-24T00:00:00,28,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-33.33,-37.78,102.5,Medium,2.6,5.46,50,Low,False
trd_prompt_engineering_20260124,prompt engineering,2026-01-24T00:00:00,18,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-18.18,-25.0,102.5,Medium,1.33,2.79,50,Low,False
trd_prompt_generation_20260125,prompt generation,2026-01-25T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-11.11,102.5,Medium,2.81,5.9,75,Low,False
trd_agentic_AI_20260125,agentic AI,2026-01-25T00:00:00,30,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,7.14,-30.23,102.5,Medium,1.25,2.62,45,Low,False
trd_prompt_engineering_20260125,prompt engineering,2026-01-25T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,22.22,-8.33,102.5,Medium,3.31,6.95,83,Low,False
trd_prompt_generation_20260126,prompt generation,2026-01-26T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,12.5,102.5,Medium,2.58,5.42,69,Low,False
trd_agentic_AI_20260126,agentic AI,2026-01-26T00:00:00,39,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,30.0,-20.41,102.5,Medium,1.37,2.88,45,Low,False
trd_prompt_engineering_20260126,prompt engineering,2026-01-26T00:00:00,22,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-18.52,102.5,Medium,1.5,3.15,80,Low,False
trd_prompt_generation_20260127,prompt generation,2026-01-27T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,0.0,102.5,Medium,1.21,2.54,46,Low,False
trd_agentic_AI_20260127,agentic AI,2026-01-27T00:00:00,42,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,7.69,0.0,102.5,Medium,1.94,4.07,84,Medium,False
trd_prompt_engineering_20260127,prompt engineering,2026-01-27T00:00:00,25,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,13.64,13.64,102.5,Medium,1.85,3.89,68,Low,False
trd_prompt_generation_20260128,prompt generation,2026-01-28T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,12.5,102.5,Medium,1.22,2.56,57,Low,False
trd_agentic_AI_20260128,agentic AI,2026-01-28T00:00:00,47,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,11.9,67.86,102.5,Medium,2.91,6.11,66,Medium,False
trd_prompt_engineering_20260128,prompt engineering,2026-01-28T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-16.0,16.67,102.5,Medium,2.73,5.73,74,Low,False
trd_prompt_generation_20260129,prompt generation,2026-01-29T00:00:00,11,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,22.22,37.5,102.5,Medium,3.44,7.22,74,Low,False
trd_agentic_AI_20260129,agentic AI,2026-01-29T00:00:00,49,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,4.26,63.33,102.5,Medium,1.4,2.94,79,Medium,False
trd_prompt_engineering_20260129,prompt engineering,2026-01-29T00:00:00,26,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,23.81,18.18,102.5,Medium,1.29,2.71,84,Low,False
trd_prompt_generation_20260130,prompt generation,2026-01-30T00:00:00,12,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,9.09,33.33,102.5,Medium,1.55,3.26,53,Low,False
trd_agentic_AI_20260130,agentic AI,2026-01-30T00:00:00,45,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-8.16,15.38,102.5,Medium,1.54,3.23,47,Medium,False
trd_prompt_engineering_20260130,prompt engineering,2026-01-30T00:00:00,29,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,11.54,31.82,102.5,Medium,3.19,6.7,80,Low,False
trd_prompt_generation_20260131,prompt generation,2026-01-31T00:00:00,7,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-41.67,-22.22,102.5,Medium,2.47,5.19,54,Low,False
trd_agentic_AI_20260131,agentic AI,2026-01-31T00:00:00,32,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-28.89,-23.81,102.5,Medium,1.57,3.3,84,Low,False
trd_prompt_engineering_20260131,prompt engineering,2026-01-31T00:00:00,21,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-27.59,-16.0,102.5,Medium,1.38,2.9,51,Low,False
trd_prompt_generation_20260201,prompt generation,2026-02-01T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,14.29,-11.11,104.33,Medium,1.81,3.8,60,Low,False
trd_agentic_AI_20260201,agentic AI,2026-02-01T00:00:00,31,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-3.12,-34.04,104.33,Medium,2.09,4.39,56,Low,False
trd_prompt_engineering_20260201,prompt engineering,2026-02-01T00:00:00,24,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,14.29,14.29,104.33,Medium,2.63,5.52,59,Low,False
trd_prompt_generation_20260202,prompt generation,2026-02-02T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,0.0,-27.27,104.33,Medium,3.0,6.3,63,Low,False
trd_agentic_AI_20260202,agentic AI,2026-02-02T00:00:00,42,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,35.48,-14.29,104.33,Medium,1.38,2.9,62,Medium,False
trd_prompt_engineering_20260202,prompt engineering,2026-02-02T00:00:00,27,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,12.5,3.85,104.33,Medium,2.84,5.96,69,Low,False
trd_prompt_generation_20260203,prompt generation,2026-02-03T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,12.5,-25.0,104.33,Medium,2.42,5.08,46,Low,False
trd_agentic_AI_20260203,agentic AI,2026-02-03T00:00:00,47,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,11.9,4.44,104.33,Medium,1.92,4.03,54,Medium,False
trd_prompt_engineering_20260203,prompt engineering,2026-02-03T00:00:00,27,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,0.0,-6.9,104.33,Medium,2.77,5.82,79,Low,False
trd_prompt_generation_20260204,prompt generation,2026-02-04T00:00:00,10,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,11.11,42.86,104.33,Medium,1.39,2.92,54,Low,False
trd_agentic_AI_20260204,agentic AI,2026-02-04T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-2.13,43.75,104.33,Medium,2.0,4.2,61,Medium,False
trd_prompt_engineering_20260204,prompt engineering,2026-02-04T00:00:00,30,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,11.11,42.86,104.33,Medium,2.26,4.75,72,Low,False
trd_prompt_generation_20260205,prompt generation,2026-02-05T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-10.0,12.5,104.33,Medium,3.4,7.14,47,Low,False
trd_agentic_AI_20260205,agentic AI,2026-02-05T00:00:00,49,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,6.52,58.06,104.33,Medium,2.81,5.9,48,Medium,False
trd_prompt_engineering_20260205,prompt engineering,2026-02-05T00:00:00,38,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,26.67,58.33,104.33,Medium,1.46,3.07,79,Low,False
trd_prompt_generation_20260206,prompt generation,2026-02-06T00:00:00,8,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-11.11,0.0,104.33,Medium,1.74,3.65,51,Low,False
trd_agentic_AI_20260206,agentic AI,2026-02-06T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-6.12,9.52,104.33,Medium,2.13,4.47,50,Medium,False
trd_prompt_engineering_20260206,prompt engineering,2026-02-06T00:00:00,32,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-15.79,18.52,104.33,Medium,1.31,2.75,57,Low,False
trd_prompt_generation_20260207,prompt generation,2026-02-07T00:00:00,10,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,25.0,11.11,104.33,Medium,2.18,4.58,79,Low,False
trd_agentic_AI_20260207,agentic AI,2026-02-07T00:00:00,32,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-30.43,-31.91,104.33,Medium,2.92,6.13,60,Low,False
trd_prompt_engineering_20260207,prompt engineering,2026-02-07T00:00:00,29,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-9.38,7.41,104.33,Medium,3.33,6.99,46,Low,False
trd_prompt_generation_20260208,prompt generation,2026-02-08T00:00:00,9,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-10.0,-10.0,104.33,Medium,2.87,6.03,57,Low,False
trd_agentic_AI_20260208,agentic AI,2026-02-08T00:00:00,34,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,6.25,-26.09,104.33,Medium,1.9,3.99,85,Low,False
trd_prompt_engineering_20260208,prompt engineering,2026-02-08T00:00:00,36,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,24.14,20.0,104.33,Medium,2.69,5.65,58,Low,False
trd_prompt_generation_20260209,prompt generation,2026-02-09T00:00:00,11,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,22.22,22.22,104.33,Medium,2.96,6.22,85,Low,False
trd_agentic_AI_20260209,agentic AI,2026-02-09T00:00:00,46,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,35.29,-6.12,104.33,Medium,2.91,6.11,54,Medium,False
trd_prompt_engineering_20260209,prompt engineering,2026-02-09T00:00:00,44,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,22.22,15.79,104.33,Medium,2.47,5.19,64,Medium,False
trd_prompt_generation_20260210,prompt generation,2026-02-10T00:00:00,10,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,-9.09,25.0,104.33,Medium,1.64,3.44,46,Low,False
trd_agentic_AI_20260210,agentic AI,2026-02-10T00:00:00,52,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,13.04,13.04,104.33,Medium,2.61,5.48,76,Medium,False
trd_prompt_engineering_20260210,prompt engineering,2026-02-10T00:00:00,46,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,4.55,43.75,104.33,Medium,2.42,5.08,62,Medium,False
trd_prompt_generation_20260211,prompt generation,2026-02-11T00:00:00,11,Global,web,prompt generation guide,learn prompt generation,prompt generation cheat sheet,best prompt generation tools,prompt generation careers,10.0,10.0,104.33,Medium,2.29,4.81,76,Low,False
trd_agentic_AI_20260211,agentic AI,2026-02-11T00:00:00,51,Global,web,agentic AI guide,learn agentic AI,agentic AI cheat sheet,best agentic AI tools,agentic AI careers,-1.92,59.38,104.33,Medium,2.56,5.38,48,Medium,False
trd_prompt_engineering_20260211,prompt engineering,2026-02-11T00:00:00,39,Global,web,prompt engineering guide,learn prompt engineering,prompt engineering cheat sheet,best prompt engineering tools,prompt engineering careers,-15.22,34.48,104.33,Medium,2.4,5.04,63,Low,False
