event_id,started_at,ended_at,scheduled_to_end,budget,currency,event_type,source,channel,utm_source,utm_medium,utm_campaign,paid_budget_percent_used,impressions,clicks,click_through_rate,spend,conversions_attributed,attributed_revenue,roas,extraction_date
mkt_000394,2024-12-18T00:00:00Z,2024-12-19T00:00:00Z,2024-12-25T00:00:00Z,157.85,EUR,retargeting,google,social,google,organic,black_friday,94.78,14068,165,1.1729,149.61,5,1091.66,7.2967,2026-07-04T05:01:03.099173
mkt_000395,2024-12-20T00:00:00Z,2024-12-26T00:00:00Z,2025-01-15T00:00:00Z,287.53,EUR,ad,instagram,display,instagram,display,abandoned_cart_recovery,63.08,551,59,10.7078,181.38,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000396,2024-12-20T00:00:00Z,2024-12-25T00:00:00Z,2025-01-03T00:00:00Z,238.01,MXN,message,instagram,email,instagram,email,crypto_traders_jan,64.67,5771,324,5.6143,153.93,9,2458.13,15.9691,2026-07-04T05:01:03.099173
mkt_000397,2024-12-20T00:00:00Z,2024-12-26T00:00:00Z,2025-01-04T00:00:00Z,357.69,MXN,organic,tiktok,display,tiktok,social,crypto_traders_jan,77.99,11415,241,2.1113,278.96,4,153.5,0.5503,2026-07-04T05:01:03.099173
mkt_000398,2024-12-20T00:00:00Z,2024-12-24T00:00:00Z,2024-12-30T00:00:00Z,55.04,EUR,message,bing,social,bing,display,new_year_promo,93.17,4420,336,7.6018,51.28,13,3753.86,73.2032,2026-07-04T05:01:03.099173
mkt_000399,2024-12-22T00:00:00Z,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,114.8,MXN,ad,tiktok,search,tiktok,display,black_friday,77.03,2056,208,10.1167,88.43,8,786.1,8.8895,2026-07-04T05:01:03.099173
mkt_000400,2024-12-23T00:00:00Z,2025-01-04T00:00:00Z,2025-01-13T00:00:00Z,399.6,EUR,message,twitter,email,twitter,referral,new_year_promo,94.25,14387,959,6.6657,376.64,34,5254.87,13.952,2026-07-04T05:01:03.099173
mkt_000401,2024-12-23T00:00:00Z,2025-01-02T00:00:00Z,2025-01-12T00:00:00Z,481.07,USD,post,facebook,direct,facebook,display,new_year_promo,79.77,13605,1320,9.7023,383.76,42,4451.82,11.6005,2026-07-04T05:01:03.099173
mkt_000402,2024-12-23T00:00:00Z,2024-12-30T00:00:00Z,2025-01-15T00:00:00Z,22.07,MXN,retargeting,instagram,referral,instagram,display,brand_awareness,87.54,11547,1076,9.3184,19.32,30,7515.62,389.0072,2026-07-04T05:01:03.099173
mkt_000403,2024-12-24T00:00:00Z,2025-01-03T00:00:00Z,2025-01-20T00:00:00Z,275.06,USD,organic,tiktok,email,tiktok,referral,crypto_traders_jan,89.95,4752,495,10.4167,247.43,18,4020.73,16.25,2026-07-04T05:01:03.099173
mkt_000404,2024-12-25T00:00:00Z,2025-01-01T00:00:00Z,2025-01-24T00:00:00Z,31.88,USD,retargeting,facebook,email,facebook,organic,q4_retarget,70.01,3321,83,2.4992,22.32,1,258.81,11.5954,2026-07-04T05:01:03.099173
mkt_000405,2024-12-25T00:00:00Z,2024-12-26T00:00:00Z,2025-01-16T00:00:00Z,34.39,USD,post,twitter,email,twitter,referral,brand_awareness,54.61,1298,18,1.3867,18.78,1,131.62,7.0085,2026-07-04T05:01:03.099173
mkt_000406,2024-12-25T00:00:00Z,2024-12-31T00:00:00Z,2025-01-07T00:00:00Z,234.47,MXN,post,google,search,google,referral,brand_awareness,52.64,1462,141,9.6443,123.42,6,1753.49,14.2075,2026-07-04T05:01:03.099173
mkt_000407,2024-12-26T00:00:00Z,2024-12-28T00:00:00Z,2025-01-15T00:00:00Z,371.1,EUR,influencer,instagram,sms,instagram,cpc,q4_retarget,45.08,13364,1136,8.5004,167.29,5,1038.5,6.2078,2026-07-04T05:01:03.099173
mkt_000408,2024-12-26T00:00:00Z,2025-01-09T00:00:00Z,2025-01-19T00:00:00Z,402.1,MXN,influencer,bing,sms,bing,cpc,black_friday,62.55,6141,119,1.9378,251.5,2,71.21,0.2831,2026-07-04T05:01:03.099173
mkt_000409,2024-12-26T00:00:00Z,2025-01-08T00:00:00Z,2025-01-16T00:00:00Z,406.83,MXN,post,bing,direct,bing,social,summer_sale,61.48,4775,491,10.2827,250.11,6,1032.3,4.1274,2026-07-04T05:01:03.099173
mkt_000410,2024-12-27T00:00:00Z,2025-01-04T00:00:00Z,2025-01-17T00:00:00Z,409.13,MXN,organic,twitter,email,twitter,display,black_friday,76.68,11598,409,3.5265,313.74,11,529.77,1.6886,2026-07-04T05:01:03.099173
mkt_000411,2024-12-27T00:00:00Z,2025-01-03T00:00:00Z,2025-01-07T00:00:00Z,240.37,MXN,retargeting,instagram,sms,instagram,cpc,brand_awareness,69.04,5662,314,5.5457,165.94,3,236.03,1.4224,2026-07-04T05:01:03.099173
mkt_000412,2024-12-27T00:00:00Z,2025-01-02T00:00:00Z,2025-01-21T00:00:00Z,467.43,MXN,post,instagram,referral,instagram,organic,q4_retarget,46.14,10671,871,8.1623,215.65,8,457.58,2.1219,2026-07-04T05:01:03.099173
mkt_000413,2024-12-27T00:00:00Z,2024-12-28T00:00:00Z,2025-01-26T00:00:00Z,479.32,MXN,retargeting,mailchimp,email,mailchimp,organic,brand_awareness,64.19,6861,712,10.3775,307.67,12,1656.88,5.3853,2026-07-04T05:01:03.099173
mkt_000414,2024-12-27T00:00:00Z,2025-01-06T00:00:00Z,2025-01-09T00:00:00Z,83.07,USD,influencer,tiktok,display,tiktok,social,abandoned_cart_recovery,77.34,9917,40,0.4033,64.25,2,178.42,2.777,2026-07-04T05:01:03.099173
mkt_000415,2024-12-28T00:00:00Z,2025-01-08T00:00:00Z,2025-01-25T00:00:00Z,160.54,MXN,organic,facebook,direct,facebook,cpc,summer_sale,98.91,13691,906,6.6175,158.79,31,1484.19,9.3469,2026-07-04T05:01:03.099173
mkt_000416,2024-12-28T00:00:00Z,2024-12-30T00:00:00Z,2025-01-09T00:00:00Z,219.45,EUR,organic,twitter,search,twitter,cpc,summer_sale,73.46,8929,657,7.358,161.2,8,611.16,3.7913,2026-07-04T05:01:03.099173
mkt_000417,2024-12-28T00:00:00Z,2025-01-02T00:00:00Z,2025-01-06T00:00:00Z,88.71,USD,retargeting,facebook,display,facebook,social,summer_sale,72.75,13976,799,5.7169,64.54,20,1425.95,22.0941,2026-07-04T05:01:03.099173
mkt_000418,2024-12-29T00:00:00Z,2025-01-10T00:00:00Z,2025-01-22T00:00:00Z,425.17,EUR,influencer,tiktok,email,tiktok,social,new_year_promo,56.62,13976,1513,10.8257,240.72,74,16607.84,68.9924,2026-07-04T05:01:03.099173
mkt_000419,2024-12-29T00:00:00Z,2025-01-07T00:00:00Z,2025-01-15T00:00:00Z,27.34,USD,retargeting,instagram,search,instagram,cpc,new_year_promo,43.09,442,39,8.8235,11.78,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000420,2024-12-29T00:00:00Z,2025-01-08T00:00:00Z,2025-01-22T00:00:00Z,30.54,MXN,message,twitter,social,twitter,display,brand_awareness,95.02,9196,116,1.2614,29.02,3,377.09,12.9941,2026-07-04T05:01:03.099173
mkt_000421,2024-12-29T00:00:00Z,2025-01-07T00:00:00Z,2025-01-05T00:00:00Z,285.4,MXN,message,facebook,direct,facebook,email,summer_sale,61.5,13589,765,5.6296,175.53,27,1307.06,7.4464,2026-07-04T05:01:03.099173
mkt_000422,2024-12-30T00:00:00Z,2025-01-02T00:00:00Z,2025-01-29T00:00:00Z,448.05,EUR,influencer,tiktok,referral,tiktok,email,q4_retarget,97.1,1480,97,6.5541,435.05,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000423,2024-12-30T00:00:00Z,2024-12-31T00:00:00Z,2025-01-18T00:00:00Z,234.84,EUR,retargeting,tiktok,email,tiktok,referral,q4_retarget,90.98,1292,41,3.1734,213.66,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000424,2024-12-30T00:00:00Z,2024-12-31T00:00:00Z,2025-01-17T00:00:00Z,174.37,EUR,post,mailchimp,referral,mailchimp,organic,q4_retarget,47.69,2957,147,4.9713,83.16,7,1223.34,14.7107,2026-07-04T05:01:03.099173
mkt_000425,2024-12-30T00:00:00Z,2025-01-09T00:00:00Z,2025-01-14T00:00:00Z,301.74,USD,ad,facebook,sms,facebook,organic,crypto_traders_jan,86.28,13465,1297,9.6324,260.34,54,12063.68,46.3382,2026-07-04T05:01:03.099173
mkt_000426,2024-12-30T00:00:00Z,2025-01-02T00:00:00Z,2025-01-23T00:00:00Z,359.53,MXN,organic,tiktok,email,tiktok,social,black_friday,50.94,10516,988,9.3952,183.16,6,1494.46,8.1593,2026-07-04T05:01:03.099173
mkt_000427,2024-12-31T00:00:00Z,2025-01-05T00:00:00Z,2025-01-18T00:00:00Z,421.63,USD,message,mailchimp,direct,mailchimp,display,black_friday,53.26,7738,906,11.7085,224.57,37,2759.96,12.29,2026-07-04T05:01:03.099173
mkt_000428,2025-01-01T00:00:00Z,2025-01-12T00:00:00Z,2025-01-17T00:00:00Z,203.91,EUR,retargeting,facebook,referral,facebook,referral,summer_sale,43.13,6347,26,0.4096,87.94,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000429,2025-01-01T00:00:00Z,2025-01-13T00:00:00Z,2025-01-27T00:00:00Z,468.1,MXN,message,twitter,social,twitter,display,brand_awareness,49.62,2012,57,2.833,232.26,2,554.21,2.3862,2026-07-04T05:01:03.099173
mkt_000430,2025-01-01T00:00:00Z,2025-01-10T00:00:00Z,2025-01-08T00:00:00Z,268.53,USD,message,tiktok,direct,tiktok,referral,black_friday,63.41,1366,141,10.3221,170.27,2,516.27,3.0321,2026-07-04T05:01:03.099173
mkt_000431,2025-01-02T00:00:00Z,2025-01-07T00:00:00Z,2025-01-27T00:00:00Z,277.92,MXN,message,google,direct,google,cpc,summer_sale,58.37,11711,573,4.8928,162.22,24,7117.16,43.8735,2026-07-04T05:01:03.099173
mkt_000432,2025-01-03T00:00:00Z,2025-01-07T00:00:00Z,2025-01-13T00:00:00Z,228.4,EUR,post,bing,search,bing,cpc,crypto_traders_jan,93.42,9487,1138,11.9954,213.38,55,8667.78,40.6213,2026-07-04T05:01:03.099173
mkt_000433,2025-01-07T00:00:00Z,2025-01-09T00:00:00Z,2025-01-28T00:00:00Z,234.2,USD,ad,twitter,email,twitter,referral,crypto_traders_jan,83.42,14681,1139,7.7583,195.38,23,5049.87,25.8464,2026-07-04T05:01:03.099173
mkt_000434,2025-01-09T00:00:00Z,2025-01-20T00:00:00Z,2025-02-06T00:00:00Z,428.22,USD,post,bing,referral,bing,organic,new_year_promo,69.59,5629,368,6.5376,297.98,16,804.07,2.6984,2026-07-04T05:01:03.099173
mkt_000435,2025-01-09T00:00:00Z,2025-01-15T00:00:00Z,2025-01-28T00:00:00Z,208.89,MXN,post,bing,display,bing,social,summer_sale,61.06,3164,99,3.129,127.55,2,345.42,2.7081,2026-07-04T05:01:03.099173
mkt_000436,2025-01-09T00:00:00Z,2025-01-23T00:00:00Z,2025-01-28T00:00:00Z,11.32,MXN,organic,facebook,search,facebook,cpc,black_friday,43.99,7228,747,10.3348,4.98,26,5609.34,1126.3735,2026-07-04T05:01:03.099173
mkt_000437,2025-01-09T00:00:00Z,2025-01-23T00:00:00Z,2025-01-29T00:00:00Z,305.78,EUR,influencer,google,social,google,referral,q4_retarget,72.56,5286,294,5.5619,221.86,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000438,2025-01-09T00:00:00Z,2025-01-17T00:00:00Z,2025-01-30T00:00:00Z,228.02,EUR,ad,tiktok,sms,tiktok,cpc,q4_retarget,91.65,8802,62,0.7044,208.97,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000439,2025-01-10T00:00:00Z,2025-01-11T00:00:00Z,2025-02-09T00:00:00Z,37.81,USD,influencer,twitter,direct,twitter,social,abandoned_cart_recovery,79.93,5168,380,7.3529,30.22,2,541.45,17.9169,2026-07-04T05:01:03.099173
mkt_000440,2025-01-10T00:00:00Z,2025-01-12T00:00:00Z,2025-01-29T00:00:00Z,184.78,EUR,ad,tiktok,email,tiktok,cpc,brand_awareness,53.14,5570,664,11.921,98.2,1,251.71,2.5632,2026-07-04T05:01:03.099173
mkt_000441,2025-01-10T00:00:00Z,2025-01-12T00:00:00Z,2025-01-21T00:00:00Z,266.73,MXN,message,tiktok,display,tiktok,referral,q4_retarget,87.52,5640,141,2.5,233.43,6,531.98,2.279,2026-07-04T05:01:03.099173
mkt_000442,2025-01-11T00:00:00Z,2025-01-17T00:00:00Z,2025-02-01T00:00:00Z,293.77,MXN,influencer,tiktok,display,tiktok,cpc,summer_sale,70.57,5979,396,6.6232,207.31,9,657.76,3.1728,2026-07-04T05:01:03.099173
mkt_000443,2025-01-11T00:00:00Z,2025-01-19T00:00:00Z,2025-01-31T00:00:00Z,494.34,MXN,organic,google,referral,google,social,q4_retarget,54.85,9459,674,7.1255,271.15,14,3105.94,11.4547,2026-07-04T05:01:03.099173
mkt_000444,2025-01-11T00:00:00Z,2025-01-23T00:00:00Z,2025-01-26T00:00:00Z,432.46,EUR,message,mailchimp,direct,mailchimp,display,crypto_traders_jan,98.49,5542,402,7.2537,425.92,2,492.19,1.1556,2026-07-04T05:01:03.099173
mkt_000445,2025-01-11T00:00:00Z,2025-01-21T00:00:00Z,2025-02-05T00:00:00Z,188.57,MXN,influencer,instagram,email,instagram,organic,summer_sale,78.06,6975,394,5.6487,147.19,1,160.18,1.0883,2026-07-04T05:01:03.099173
mkt_000446,2025-01-11T00:00:00Z,2025-01-12T00:00:00Z,2025-01-27T00:00:00Z,469.3,USD,organic,twitter,display,twitter,cpc,brand_awareness,82.18,6898,403,5.8423,385.65,11,406.24,1.0534,2026-07-04T05:01:03.099173
mkt_000447,2025-01-12T00:00:00Z,2025-01-21T00:00:00Z,2025-01-24T00:00:00Z,269.51,EUR,influencer,instagram,direct,instagram,social,q4_retarget,93.03,3557,234,6.5786,250.73,11,418.99,1.6711,2026-07-04T05:01:03.099173
mkt_000448,2025-01-12T00:00:00Z,2025-01-22T00:00:00Z,2025-02-02T00:00:00Z,285.91,USD,influencer,tiktok,email,tiktok,organic,brand_awareness,90.64,14199,471,3.3171,259.16,22,4180.41,16.1306,2026-07-04T05:01:03.099173
mkt_000449,2025-01-12T00:00:00Z,2025-01-26T00:00:00Z,2025-01-25T00:00:00Z,218.45,USD,message,twitter,social,twitter,social,q4_retarget,94.13,1274,123,9.6546,205.63,1,169.92,0.8263,2026-07-04T05:01:03.099173
mkt_000450,2025-01-12T00:00:00Z,2025-01-22T00:00:00Z,2025-01-26T00:00:00Z,206.32,EUR,organic,mailchimp,referral,mailchimp,display,crypto_traders_jan,41.47,14197,656,4.6207,85.57,12,1984.44,23.1908,2026-07-04T05:01:03.099173
mkt_000451,2025-01-12T00:00:00Z,2025-01-14T00:00:00Z,2025-02-04T00:00:00Z,404.09,USD,organic,mailchimp,display,mailchimp,cpc,black_friday,61.09,11285,1235,10.9437,246.85,37,3200.95,12.9672,2026-07-04T05:01:03.099173
mkt_000452,2025-01-13T00:00:00Z,2025-01-20T00:00:00Z,2025-02-03T00:00:00Z,373.73,MXN,ad,facebook,referral,facebook,email,new_year_promo,52.05,3294,303,9.1985,194.54,13,3214.45,16.5233,2026-07-04T05:01:03.099173
mkt_000453,2025-01-13T00:00:00Z,2025-01-19T00:00:00Z,2025-02-01T00:00:00Z,451.31,EUR,ad,mailchimp,display,mailchimp,email,q4_retarget,69.66,10267,1123,10.938,314.36,24,1330.23,4.2315,2026-07-04T05:01:03.099173
mkt_000454,2025-01-14T00:00:00Z,2025-01-21T00:00:00Z,2025-02-11T00:00:00Z,413.0,EUR,post,twitter,social,twitter,social,abandoned_cart_recovery,88.45,14427,1581,10.9586,365.28,30,7306.09,20.0013,2026-07-04T05:01:03.099173
mkt_000455,2025-01-14T00:00:00Z,2025-01-25T00:00:00Z,2025-02-07T00:00:00Z,430.74,USD,ad,facebook,email,facebook,cpc,new_year_promo,70.72,2057,69,3.3544,304.64,1,187.14,0.6143,2026-07-04T05:01:03.099173
mkt_000456,2025-01-15T00:00:00Z,2025-01-24T00:00:00Z,2025-02-06T00:00:00Z,450.06,EUR,influencer,instagram,email,instagram,email,black_friday,49.23,12437,644,5.1781,221.55,12,1348.6,6.0871,2026-07-04T05:01:03.099173
mkt_000457,2025-01-15T00:00:00Z,2025-01-21T00:00:00Z,2025-02-14T00:00:00Z,384.64,EUR,influencer,facebook,search,facebook,referral,new_year_promo,90.19,14303,412,2.8805,346.89,18,2657.02,7.6595,2026-07-04T05:01:03.099173
mkt_000458,2025-01-15T00:00:00Z,2025-01-18T00:00:00Z,2025-01-27T00:00:00Z,77.56,USD,retargeting,twitter,display,twitter,social,summer_sale,91.03,4055,481,11.8619,70.6,11,556.73,7.8857,2026-07-04T05:01:03.099173
mkt_000459,2025-01-16T00:00:00Z,2025-01-26T00:00:00Z,2025-01-30T00:00:00Z,331.9,USD,influencer,google,search,google,social,new_year_promo,60.59,7288,384,5.2689,201.1,10,465.72,2.3159,2026-07-04T05:01:03.099173
mkt_000460,2025-01-16T00:00:00Z,2025-01-29T00:00:00Z,2025-02-10T00:00:00Z,337.56,EUR,organic,bing,social,bing,cpc,crypto_traders_jan,91.95,5226,259,4.956,310.4,7,646.29,2.0821,2026-07-04T05:01:03.099173
mkt_000461,2025-01-16T00:00:00Z,2025-01-28T00:00:00Z,2025-02-09T00:00:00Z,453.28,EUR,organic,bing,display,bing,email,q4_retarget,41.79,974,12,1.232,189.44,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000462,2025-01-16T00:00:00Z,2025-01-25T00:00:00Z,2025-02-15T00:00:00Z,134.98,EUR,organic,tiktok,social,tiktok,cpc,abandoned_cart_recovery,40.27,8912,329,3.6917,54.35,1,67.66,1.2449,2026-07-04T05:01:03.099173
mkt_000463,2025-01-16T00:00:00Z,2025-01-18T00:00:00Z,2025-01-28T00:00:00Z,182.94,MXN,message,tiktok,search,tiktok,social,q4_retarget,49.45,14965,60,0.4009,90.47,1,295.1,3.2619,2026-07-04T05:01:03.099173
mkt_000464,2025-01-17T00:00:00Z,2025-01-21T00:00:00Z,2025-02-08T00:00:00Z,292.46,MXN,post,instagram,display,instagram,email,brand_awareness,42.88,1215,138,11.358,125.42,5,255.06,2.0336,2026-07-04T05:01:03.099173
mkt_000465,2025-01-17T00:00:00Z,2025-01-24T00:00:00Z,2025-01-29T00:00:00Z,258.42,MXN,influencer,tiktok,display,tiktok,referral,summer_sale,44.11,12673,504,3.977,114.0,1,187.38,1.6437,2026-07-04T05:01:03.099173
mkt_000466,2025-01-17T00:00:00Z,2025-01-29T00:00:00Z,2025-02-15T00:00:00Z,45.86,EUR,ad,mailchimp,sms,mailchimp,email,abandoned_cart_recovery,60.62,9559,839,8.7771,27.8,15,1042.83,37.5119,2026-07-04T05:01:03.099173
mkt_000467,2025-01-18T00:00:00Z,2025-01-24T00:00:00Z,2025-02-14T00:00:00Z,390.26,USD,influencer,mailchimp,display,mailchimp,social,crypto_traders_jan,43.73,12173,1036,8.5106,170.68,49,9506.41,55.6973,2026-07-04T05:01:03.099173
mkt_000468,2025-01-18T00:00:00Z,2025-01-28T00:00:00Z,2025-02-14T00:00:00Z,322.22,USD,organic,instagram,search,instagram,display,brand_awareness,43.14,14175,216,1.5238,139.02,10,1727.26,12.4245,2026-07-04T05:01:03.099173
mkt_000469,2025-01-20T00:00:00Z,2025-01-25T00:00:00Z,2025-02-01T00:00:00Z,222.29,EUR,organic,tiktok,referral,tiktok,cpc,brand_awareness,43.29,14968,1552,10.3688,96.22,59,2839.37,29.5091,2026-07-04T05:01:03.099173
mkt_000470,2025-01-21T00:00:00Z,2025-01-29T00:00:00Z,2025-02-20T00:00:00Z,333.51,MXN,message,google,social,google,referral,summer_sale,42.81,7560,850,11.2434,142.77,42,4623.31,32.3829,2026-07-04T05:01:03.099173
mkt_000471,2025-01-21T00:00:00Z,2025-01-23T00:00:00Z,2025-02-08T00:00:00Z,413.15,EUR,post,tiktok,sms,tiktok,social,crypto_traders_jan,76.23,6921,733,10.591,314.95,2,150.22,0.477,2026-07-04T05:01:03.099173
mkt_000472,2025-01-21T00:00:00Z,2025-01-30T00:00:00Z,2025-02-02T00:00:00Z,196.71,MXN,post,tiktok,display,tiktok,referral,q4_retarget,72.39,4111,376,9.1462,142.4,15,2004.36,14.0756,2026-07-04T05:01:03.099173
mkt_000473,2025-01-21T00:00:00Z,2025-01-22T00:00:00Z,2025-02-09T00:00:00Z,244.34,USD,organic,twitter,sms,twitter,social,black_friday,63.15,14447,599,4.1462,154.29,7,1798.67,11.6577,2026-07-04T05:01:03.099173
mkt_000474,2025-01-22T00:00:00Z,2025-01-24T00:00:00Z,2025-02-12T00:00:00Z,446.44,USD,retargeting,mailchimp,sms,mailchimp,cpc,black_friday,59.41,11281,330,2.9253,265.24,11,2958.44,11.1538,2026-07-04T05:01:03.099173
mkt_000475,2025-01-22T00:00:00Z,2025-02-02T00:00:00Z,2025-01-30T00:00:00Z,31.53,USD,organic,google,referral,google,cpc,black_friday,43.83,9493,628,6.6154,13.82,28,3186.24,230.5528,2026-07-04T05:01:03.099173
mkt_000476,2025-01-22T00:00:00Z,2025-01-24T00:00:00Z,2025-01-30T00:00:00Z,75.6,MXN,organic,google,direct,google,referral,new_year_promo,73.39,646,45,6.9659,55.48,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000477,2025-01-22T00:00:00Z,2025-01-28T00:00:00Z,2025-02-01T00:00:00Z,204.72,EUR,message,mailchimp,referral,mailchimp,referral,black_friday,75.38,8565,535,6.2464,154.32,3,557.92,3.6153,2026-07-04T05:01:03.099173
mkt_000478,2025-01-23T00:00:00Z,2025-02-06T00:00:00Z,2025-02-04T00:00:00Z,420.02,USD,ad,tiktok,social,tiktok,email,brand_awareness,89.05,278,6,2.1583,374.01,1,106.24,0.2841,2026-07-04T05:01:03.099173
mkt_000479,2025-01-23T00:00:00Z,2025-01-28T00:00:00Z,2025-02-19T00:00:00Z,404.72,EUR,ad,mailchimp,search,mailchimp,social,abandoned_cart_recovery,87.29,8628,545,6.3166,353.3,4,516.47,1.4618,2026-07-04T05:01:03.099173
mkt_000480,2025-01-24T00:00:00Z,2025-02-02T00:00:00Z,2025-02-20T00:00:00Z,271.04,USD,message,google,referral,google,email,summer_sale,97.04,611,42,6.874,263.01,1,236.27,0.8983,2026-07-04T05:01:03.099173
mkt_000481,2025-01-24T00:00:00Z,2025-02-07T00:00:00Z,2025-02-08T00:00:00Z,419.21,USD,ad,bing,direct,bing,referral,abandoned_cart_recovery,63.53,11077,136,1.2278,266.34,4,312.38,1.1729,2026-07-04T05:01:03.099173
mkt_000482,2025-01-24T00:00:00Z,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,55.34,MXN,post,bing,sms,bing,email,crypto_traders_jan,54.99,6140,155,2.5244,30.43,7,1662.91,54.6471,2026-07-04T05:01:03.099173
mkt_000483,2025-01-27T00:00:00Z,2025-02-09T00:00:00Z,2025-02-14T00:00:00Z,102.27,USD,message,google,display,google,social,q4_retarget,52.67,8226,336,4.0846,53.87,2,542.15,10.064,2026-07-04T05:01:03.099173
mkt_000484,2025-01-27T00:00:00Z,2025-02-10T00:00:00Z,2025-02-04T00:00:00Z,486.59,MXN,influencer,google,email,google,display,abandoned_cart_recovery,83.95,10218,62,0.6068,408.47,3,846.09,2.0714,2026-07-04T05:01:03.099173
mkt_000485,2025-01-27T00:00:00Z,2025-02-06T00:00:00Z,2025-02-14T00:00:00Z,231.93,MXN,post,tiktok,email,tiktok,cpc,crypto_traders_jan,91.37,9151,219,2.3932,211.92,6,571.73,2.6979,2026-07-04T05:01:03.099173
mkt_000486,2025-01-27T00:00:00Z,2025-02-08T00:00:00Z,2025-02-04T00:00:00Z,393.82,MXN,ad,twitter,email,twitter,organic,brand_awareness,46.57,12066,1069,8.8596,183.41,36,1798.94,9.8083,2026-07-04T05:01:03.099173
mkt_000487,2025-01-30T00:00:00Z,2025-02-07T00:00:00Z,2025-02-10T00:00:00Z,65.94,MXN,post,mailchimp,email,mailchimp,display,abandoned_cart_recovery,71.81,4680,430,9.188,47.35,9,2421.31,51.1364,2026-07-04T05:01:03.099173
mkt_000488,2025-01-30T00:00:00Z,2025-02-02T00:00:00Z,2025-02-19T00:00:00Z,77.59,USD,organic,twitter,search,twitter,organic,black_friday,55.56,6611,598,9.0455,43.11,29,3860.35,89.5465,2026-07-04T05:01:03.099173
mkt_000489,2025-01-30T00:00:00Z,2025-02-11T00:00:00Z,2025-02-25T00:00:00Z,335.79,MXN,influencer,bing,direct,bing,referral,abandoned_cart_recovery,47.86,9954,830,8.3384,160.71,32,7178.07,44.6647,2026-07-04T05:01:03.099173
mkt_000490,2025-01-30T00:00:00Z,2025-02-08T00:00:00Z,2025-03-01T00:00:00Z,493.03,EUR,organic,google,display,google,email,black_friday,57.79,3322,95,2.8597,284.94,1,41.16,0.1445,2026-07-04T05:01:03.099173
mkt_000491,2025-02-01T00:00:00Z,2025-02-04T00:00:00Z,2025-02-27T00:00:00Z,325.6,EUR,ad,bing,referral,bing,organic,summer_sale,62.32,4075,220,5.3988,202.93,9,2114.21,10.4184,2026-07-04T05:01:03.099173
mkt_000492,2025-02-01T00:00:00Z,2025-02-05T00:00:00Z,2025-02-18T00:00:00Z,314.11,EUR,post,mailchimp,direct,mailchimp,cpc,crypto_traders_jan,44.75,5135,336,6.5433,140.57,8,1970.94,14.0211,2026-07-04T05:01:03.099173
mkt_000493,2025-02-01T00:00:00Z,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,88.85,USD,post,twitter,referral,twitter,display,crypto_traders_jan,42.89,8815,273,3.097,38.11,2,129.44,3.3965,2026-07-04T05:01:03.099173
mkt_000494,2025-02-01T00:00:00Z,2025-02-12T00:00:00Z,2025-02-14T00:00:00Z,20.48,USD,message,google,display,google,social,abandoned_cart_recovery,50.44,13444,748,5.5638,10.33,35,1321.35,127.9138,2026-07-04T05:01:03.099173
mkt_000495,2025-02-02T00:00:00Z,2025-02-16T00:00:00Z,2025-02-15T00:00:00Z,103.16,USD,post,instagram,sms,instagram,referral,new_year_promo,40.42,8322,384,4.6143,41.7,0,0.0,0.0,2026-07-04T05:01:03.099173
mkt_000496,2025-02-02T00:00:00Z,2025-02-12T00:00:00Z,2025-02-23T00:00:00Z,239.93,USD,retargeting,bing,social,bing,cpc,abandoned_cart_recovery,73.99,3092,97,3.1371,177.52,3,269.36,1.5174,2026-07-04T05:01:03.099173
mkt_000497,2025-02-03T00:00:00Z,2025-02-09T00:00:00Z,2025-02-27T00:00:00Z,377.09,MXN,post,facebook,display,facebook,cpc,black_friday,73.74,11693,944,8.0732,278.08,45,3755.46,13.505,2026-07-04T05:01:03.099173
mkt_000498,2025-02-03T00:00:00Z,2025-02-12T00:00:00Z,2025-02-21T00:00:00Z,250.18,USD,influencer,bing,direct,bing,social,abandoned_cart_recovery,89.86,8662,627,7.2385,224.82,28,2508.47,11.1577,2026-07-04T05:01:03.099173
mkt_000499,2025-02-03T00:00:00Z,2025-02-04T00:00:00Z,2025-02-11T00:00:00Z,337.82,EUR,retargeting,mailchimp,direct,mailchimp,cpc,summer_sale,70.09,9795,329,3.3589,236.79,3,481.01,2.0314,2026-07-04T05:01:03.099173
mkt_000500,2025-02-03T00:00:00Z,2025-02-14T00:00:00Z,2025-03-05T00:00:00Z,235.88,EUR,ad,instagram,search,instagram,social,summer_sale,85.88,9563,925,9.6727,202.57,21,4280.12,21.1291,2026-07-04T05:01:03.099173
